Fecha,IPGN mxn,IPGN usd,Tipo cambio
2021/01,63.8452,3.3868,19.8889
2021/02,520.7517,27.1435,20.2415
2021/03,69.8653,3.5456,20.7895
2021/04,62.2266,3.2739,20.0534
2021/05,66.2725,3.4991,19.9829
